PC1,PC2,PC3,PC4,cluster
-0.9700653353264436,1.699374904876876,4.201004240558448,0.06602941742505862,1
3.001255685000407,1.369025160554137,3.8816274150065437,0.31225260126950705,3
4.886790373475607,1.3584557145931673,3.6116774946812225,0.4762660050686775,3
-0.17160757372060712,0.5114904236909101,4.172290402911938,0.4534711642340378,1
0.06307633762226308,0.36023473006370205,4.12038534731103,1.3671963273228889,1
-0.030500672293517977,5.243009298132833,4.364184506677743,0.8718981437862203,1
-0.572159655086098,0.9070672413350644,4.134868970605254,1.2915977693888794,1
8.53908872950661,-0.9543443853848101,3.1186142415822657,0.7449513161084694,3
-0.7708904600842219,2.2227465971704086,4.331930074928993,1.1711706749848405,1
-0.29092254040600163,1.2716149885202028,4.213004263454833,0.7409364172692577,1
0.17795975296381222,0.32533081159244576,4.1470161422533645,-0.12050022994285244,1
-0.4496459255853297,0.43488672685426916,4.2345159678815865,0.4891851522934544,1
-0.4433039327286638,1.1784531355544283,4.171225227187127,0.2896247019226237,1
0.6597083062939748,0.45931126536340017,4.006209479950997,0.19160128174927543,1
-0.09445120097430723,-0.16829972575162122,4.082375258176795,0.32943635228631696,0
-0.16144931266844395,1.103406957215374,4.211757510343588,0.6022314004380462,1
-0.4399946082462665,2.5020995289220154,4.232728319148598,1.2150855981201456,1
0.7478556283855176,-0.7819620679843379,4.0460524669171365,0.5983678220947236,3
-1.091401668074565,3.0869865768646623,4.36077314665803,0.3843907273771219,1
1.6320984414352413,-1.7332409516294487,3.936453996093167,1.1889593779216905,3
-0.8565884761017556,3.3429658474316994,4.366517763843678,0.7820049877489585,1
-0.20384364401450977,1.9116804914324106,4.479261196660846,0.011171433451979323,1
-0.09109585578193914,1.6683544960679062,4.261630163793634,-0.43080383095003816,1
-0.792568475295822,1.4574253592619533,4.08236382989833,0.1999444234129574,1
2.1572699343944755,0.476895313120046,3.974988170681644,-0.03950177380558709,3
1.9801089982806026,-1.4068919972181104,3.9481091201344802,0.6098945608744213,3
-0.8984697511249808,2.2215546205351133,4.304711427780365,0.03573793542192877,1
0.2423673834029607,-0.8078239075999561,4.048159062345358,-0.24671225766848293,3
1.41985857385424,0.3778166906613752,3.995237005582306,0.43088682535110057,3
-0.5769143173375897,2.7659813319677222,4.60807425003263,-0.5025374887666316,1
2.637604700782153,0.3257345206604179,3.906177999682979,0.5407924592710905,3
-0.9910394799083004,2.973822231295326,4.484107487311105,1.5414920503055898,1
0.07852224782908553,0.6636218742826274,4.187033426491896,0.19949561970040583,1
2.1603348231528168,-0.5489384337396174,3.906639752317175,1.1980800962408102,3
0.16922818485776514,0.09676647463552698,4.125692647179996,0.6747643091405979,1
0.6684244703360438,1.491443134213022,4.1815925449969455,0.22203870004362217,1
-1.2706174956062377,4.469447951634359,4.306605160801015,1.938274102858376,1
-0.08256313123098774,0.7604438959607037,4.157843740140094,0.7279524502191106,1
-0.7709126854120092,3.8370005968917575,4.462533888751023,1.2227837554334968,1
1.2040414762593892,0.5782211109664418,4.074978924419106,0.24587289034730814,1
