PC1,PC2,FI_Category
-1.091218806986392,1.6800927822177738,Elevated
-0.7347004752485565,-0.3827243775510467,Moderate
-0.8351462353401088,-0.05697910554094539,Moderate
-1.0044364242759842,1.4384135655565429,Elevated
-0.627943082379659,1.5464047473242577,High
-0.8408118473558787,2.6858170720654315,High
-0.7148205553718019,-1.0566728502317748,Low
-0.5710771364009656,0.3878519363256188,Elevated
5.18719320875734,0.7588611061400808,High
-0.5902898043112375,-0.3020749464254268,Elevated
-0.8069772113651074,-0.2869980930698375,Moderate
-0.6766562596939992,-0.2205738611707107,Moderate
-1.0662638424417394,2.5409505917583552,High
-0.6687748739181971,0.42069337909587473,Elevated
-0.625740146865876,0.028251846450942912,Elevated
-0.7694754643184515,0.13043184910799097,Elevated
-0.8829081856274377,1.8212390873660504,High
-0.9906100605068626,0.8532232320278949,Elevated
-0.9237710781751738,0.8316187850140309,Elevated
-1.0394292138509524,1.4157597679758225,High
-0.8265062570903684,-0.5473180791705999,Moderate
-0.5397491659603274,-1.5118660029940585,Low
-0.4155042179448933,-1.3249751437535433,Moderate
-0.7950527656240283,-0.020837553989414944,Moderate
-0.7519334007153101,-0.27377185879105087,Moderate
-0.8637996770928166,0.1666671876396584,Elevated
0.0029960009629473906,-1.5488930107289998,Moderate
-0.6600125238081054,1.1390737880919966,High
-0.9869478478837811,0.1854308532710765,Moderate
-0.773237117330118,-0.4779940459740977,Elevated
1.1878053243547688,-1.1977169716687484,Elevated
-1.0604104912185581,1.970333801355614,High
-1.0225852187779039,1.7395873792550194,High
-0.693552515637861,0.5758216024050736,Elevated
1.8203209354055783,0.7564378315970209,Elevated
-0.013960939861581725,1.042253596794212,High
-0.6941106377048043,0.7352826538560959,High
-0.09284122755318527,-0.7553524176588785,Moderate
0.5776265064450599,-0.7969915393100891,Elevated
0.11537338866050907,0.3634352004541759,High
0.13491423552367496,-0.8911066097428374,Moderate
-0.83121924548513,0.9945917528178028,High
-0.26750157563591087,0.8141736727897873,High
-0.4350354189826847,0.4546884044806019,Elevated
0.04612649559897,-0.22812342791366294,Elevated
-0.4055093198473371,-0.36457323983309714,High
-0.8586743376120373,-0.033715799682925846,Elevated
-0.9138842013898208,1.1662671852489408,High
-0.815169856329162,1.5153493291306022,High
-0.9059114724290681,0.6049675700648727,Elevated
-1.025035472823886,0.5308949215715122,Elevated
-0.7671255891826305,0.2830920049507194,Moderate
-0.42120533670138055,1.088761015561159,High
-0.7527999953095756,0.6009879647603793,Elevated
-0.7363020445899544,-0.7274520149625315,Moderate
-0.3644673343800415,-1.8905659518600153,Moderate
-0.9257842530318031,0.9808351314305631,High
5.764716658459809,0.3506701657850199,High
-0.1901209790701723,-1.5234413435438665,Moderate
-0.5166789478154743,-0.8076823364073664,Moderate
-0.3798919685105045,-0.9523979952415013,Low
-0.22071107920080305,0.6421041117317703,Moderate
1.481933403232079,0.37215334917140386,Elevated
-0.6732777210990223,-0.6519618099813257,Moderate
-0.5319174250688552,-1.089317810130216,Low
0.28895498750070736,-0.08572073126703056,Moderate
-0.527279369931549,-0.8079987934257796,Moderate
0.16415321382399395,-2.2195169015100147,Low
-0.3349336445855414,-0.10708072088613718,Moderate
-0.6074923246433827,0.2853079959745247,Moderate
-0.32069136790167735,-0.6990413497441355,Moderate
0.43616493643902376,-0.43586978686221817,Moderate
-0.11135505484423963,-0.0433792829005398,Moderate
1.5096675617780544,-1.5974923757748811,Moderate
-0.4277843558357006,0.30525855244563205,Moderate
0.5479525288647191,-0.32114856982564544,Moderate
0.9301677813474414,-0.285719459896599,Moderate
-0.5364532295765679,0.20386292557013838,Moderate
0.21278691135044195,1.7566122656893643,Elevated
4.648882806863021,-2.7939003101668014,Low
-0.2970374869093274,0.6093056095684118,Moderate
0.27087637685336513,-1.2699511106807895,Low
0.09927827756297773,-0.18903234967638846,Moderate
-0.6425148477472917,-0.9377794688311126,Low
-0.606334361647651,-0.05890897825729083,Low
0.6638379981411275,-1.6392935126695818,Low
-0.559963608039136,-0.5599367396758029,Low
2.9314507546869293,-1.3027589035571971,Low
-0.011543664142278778,0.282842262740933,Moderate
-0.8213624441623238,0.31967627119690495,Moderate
-0.5471967287830621,0.008983118499821741,Moderate
0.27090609540934907,-2.9309355129374497,Moderate
4.627194433617567,0.41809466764000114,High
0.11663332846177843,-3.142822094915797,Low
0.4394155361829853,0.5002168233327542,Elevated
-1.4445945704896908,5.147802223297185,High
-0.7442897695614482,0.8755674090365098,High
-0.7628108525619971,1.901052493334684,High
-0.7430655012384512,1.8360141800503882,High
-0.8053268746148606,2.351325691996751,High
1.208639447929129,-1.0213807604477485,Moderate
-0.33042720719906077,0.6168839089428708,Elevated
0.6308191219881193,-0.7198888201520645,Elevated
2.1267115585889473,-0.3618292229152944,High
-0.4066357290533931,0.8487202759600624,High
-1.008866012810811,3.198430572966147,High
0.6338479078704526,0.32911589039325756,Elevated
-0.6443356932171228,1.7086365981090101,High
-0.3718838806078119,0.7722794774576314,High
1.4366711829269558,0.1955264180989505,Elevated
-0.33201805460778566,0.035114506176920295,Elevated
-0.17303117538698587,1.909380214881547,High
1.3799746993807709,0.24808661852059613,Elevated
-0.6993445807583119,1.4338943643988191,Elevated
0.16916483281630293,0.2336424369233587,Elevated
-0.6787757798391285,1.150077187971778,High
-0.9467750806639533,1.606586803778531,Elevated
-1.0589461907825264,2.105420356267863,Elevated
-0.8097447495876857,2.510278881782807,High
-0.9164523761015061,1.0865583400264807,Moderate
-1.0465226616231456,1.5114201797557167,Elevated
-0.1447527575574751,-0.13004360231484313,High
-0.7745017068676754,1.8166935929539627,High
-1.0161614695464405,0.9881051371308797,Elevated
-0.4982842352428084,0.16229474616145556,Elevated
-0.7571928977938399,1.0116101707845313,High
-0.902629621408234,0.7360048902105103,High
-0.8504202958735834,-0.4110338296879901,Moderate
-0.6352277530818695,-1.4926878676811346,Low
-0.7129773788358085,-0.3462065277443241,Moderate
-0.730604462800659,1.129907131163335,High
-0.8621797231549038,1.723507306456443,High
-0.9516524825549659,0.983251134692137,High
-0.9467003066035363,0.8059698187157155,High
-0.785635685613305,-0.7583153021703956,Moderate
-0.012342389887215905,-0.1313246455738452,Elevated
-0.1628627017488866,0.00281569858627569,Elevated
-0.559576602126113,0.11389153647785562,High
0.15007570141138565,-0.20675238256277198,High
-0.484395392424766,-2.9385314045348103,Elevated
-1.0367941839798533,1.575392570382637,High
-0.8782127818521743,4.037369417213883,High
0.13521710844157658,-0.11895404345545332,High
-1.029696601419016,0.8345233672272279,Moderate
-0.6863704247337464,0.19453611373655705,Elevated
-1.20442623548664,2.7949856439491043,High
-0.9194164261990209,0.7430190336823538,Elevated
-0.7757418543994126,-0.3048242991301396,Moderate
-0.7939221049483959,1.174080840530829,High
0.13474221203113665,-0.01756017380452036,High
-1.1059122723915902,1.8901320182864354,High
1.4554403941952117,0.2007269617950208,High
0.14902225935738272,-1.4549277984306384,Elevated
-0.29746107943581895,-2.178962353813631,Moderate
-0.9220144558121027,1.0695492266535287,High
-0.8652265676034959,0.6265379129036887,Elevated
-0.18171746817364812,-2.681490654026495,Elevated
1.4489869250560135,-0.4581629336743257,High
2.6291909935314144,4.423419982946987,High
-0.7384444648373494,0.03526958410714315,Elevated
6.065788466776237,2.917512365102116,High
-1.4075038583126245,3.8145842085222053,Elevated
-1.0053298323613322,-0.2081150704452766,Elevated
-1.0239781007616748,2.1210171433191656,High
-0.7325598949175715,-0.7350634179708514,Moderate
-0.6983691383772945,-0.9460136184662241,Moderate
-0.7403384792919933,-0.5304832729999711,Elevated
6.304401589673845,5.261328169219932,High
0.8758111194926298,-0.18624624155135633,High
-0.7596190511348774,-0.5070190444005592,Elevated
-0.9538164630921712,1.0346202578900532,Elevated
-0.8467826750875521,1.230387567921785,High
-1.014331160077634,0.5644913538330906,Elevated
-0.7338113856038497,-0.17405922343902278,Elevated
-0.730779232449687,-0.13676998945036467,Elevated
-1.1657095178705217,2.048055695923686,High
-0.6982831351173668,-1.2535138443848097,Moderate
-0.9420944924674385,0.625755090095119,Elevated
-0.17462009630137026,0.20945048254444676,High
-0.9182339450475525,0.9315464306016129,High
-0.6600567797516306,-1.0734005718709463,Moderate
0.26249329606351934,-1.5480316908065466,Moderate
-0.6659421790213762,-1.2086800633870407,Moderate
-0.649615332832701,-1.667417125788855,Moderate
-0.6600615016391806,0.45001464525244195,High
-0.8621967002631521,0.6093312105512582,High
-0.45336127795839815,1.2745130317485354,High
-0.9075582071707904,0.3357380318481353,Elevated
0.4078169474710666,-1.303194063695773,Moderate
0.13839568141906686,-0.3593929273629329,Elevated
-0.35523035899780503,-0.742175190203639,Elevated
-0.6025788446255819,-1.2826200538989028,Moderate
-0.1585927684392154,-0.5845111231242244,Moderate
-0.7798749867208518,-0.22832780906754643,Moderate
-0.7145516357818643,-1.4892977078331182,Low
-1.0186141585241466,0.9105919415172753,High
-0.8866565687707243,-0.18264403054288098,Elevated
-0.9780609469863022,0.6484347946857584,Elevated
-1.0117639680046346,1.3547560224122124,High
-0.6896110330409991,-1.2816445431291668,Low
0.012395428530741291,-1.711114664331299,Elevated
-0.9739870051153766,0.5441726599360512,Elevated
-0.6192716665219669,-1.397183162204429,Moderate
-0.7403433662902381,-0.7009694918747871,Elevated
-0.10134059239927497,-0.7748858537018934,Elevated
-0.9125703348579736,0.2919028830021402,Moderate
-0.7364549126128722,-0.9646113653830336,Low
-0.6191016808177567,-1.4257817399994694,Low
-0.31494758691168845,-1.5299185922154628,Low
-0.6290052681102508,-1.1933808351736384,Low
-0.911481179354226,0.05021109282196431,Low
-0.38736410350848677,-1.9164118046778393,Low
-0.6277900539555865,-1.7373320365248925,Low
-0.7141397116364634,-0.5124902112091129,Moderate
-0.962854315659258,0.14538993245600992,Low
-0.8819409075543349,0.08195829646367075,Moderate
1.4245279427363973,-1.2084222408603917,Moderate
-0.968845153563238,0.40505433401490065,Low
-0.8492264600391161,-0.5275346946098399,Elevated
-0.6934732507252476,-1.2780676127273525,Low
3.1308810315242357,-0.7948063013075906,Elevated
-0.8001299346905989,-0.5051804596613167,Moderate
-0.6385710143639248,-1.433201322439919,Low
-0.8789871929727712,0.11796340689150135,Low
-0.690082828960894,-0.7114468600630112,Moderate
-0.9955536704179654,1.7208711013503222,High
-0.34658922278239923,-2.8061773277980286,Low
-0.6850998610443894,-1.3508521934962257,Low
-0.4875595744724167,-0.829580971484252,Moderate
-0.8466603012366462,-0.47163765965378646,Low
-0.7674454511218628,-0.4261700287604058,Low
-0.7860971567879247,-0.7162258632355544,Moderate
-0.5833717422607995,-2.2465439626639574,Low
-0.6245154373001468,-0.6222099209061489,Moderate
-0.7698492590631724,-0.7489344492765087,Low
-0.7066380743346949,-1.0746870980063548,Low
-0.7022157007567218,-1.2034527294800452,Low
-0.675889210096805,-1.2180743887981793,Low
-0.8644916716311721,-0.30091059501820705,Low
-0.5338900779310898,-1.9972683100882949,Low
-0.6862402631023011,-1.2656834043696292,Low
-0.70891347715061,-0.9485163731584071,Low
-0.9592967961513019,0.16996971897271246,Moderate
-0.5502589770003207,-2.301386740849756,Low
-0.34728846509577443,-2.515294505601984,Low
-0.5368006842086573,-0.23814198000862025,Moderate
-0.7975350365856315,0.20182650104705646,Elevated
0.2503735938023559,-1.6419140520193207,Elevated
-1.0116712461970405,2.1326216259451436,High
-0.7003625560433656,1.566409702853472,High
-1.0890471380745994,2.0850855854790176,Elevated
0.24013094732607176,-0.13232728012747227,Elevated
-1.1975178342344932,2.243812807687333,High
-0.5376280907614093,-2.626316385723021,Low
-0.7425951836390712,0.6131852246612236,High
4.439058686906359,-3.0430874461309165,Elevated
-0.25411342830641487,0.8683619940307573,High
-0.9512078891640631,0.07465158513986095,Elevated
0.41124057229476846,-0.9779498085287646,Elevated
1.60652633073059,-1.6020509156327818,Elevated
-0.8753071305024205,-0.2538565796084371,Elevated
-0.6504204495618177,0.8705296350995053,Elevated
-0.8410013703110079,0.6162639769316107,Elevated
-1.4792262780138103,4.620351291733545,High
-0.8732261004648453,0.18892552523636033,Elevated
-0.34835683242925203,0.021536817415481812,High
-0.8791853734064714,0.16260226456703047,Elevated
-0.674125779177079,-0.6143301755367012,Elevated
2.159989238958487,-2.623512628903067,Elevated
-0.6619124707472291,-0.35006665980094753,Elevated
-0.9069584404530452,0.838092136215901,High
-0.20953988008781277,0.2622146988542324,High
-0.873871875259608,0.1487777851849154,Moderate
30.717769905806822,3.9890056977154367,High
-0.5436178560421762,-0.16507537248505658,Elevated
-0.5492722883414519,-1.3160944621381019,Moderate
18.016139533825218,2.298219521476577,High
-0.969493262220354,0.027380244073579012,Low
-0.8015762885196428,0.2891545940936297,Elevated
0.3109261635641618,-0.858128351090873,Elevated
-0.6173079150558548,0.2712293043519117,High
-0.7010818979483768,-0.368370284632351,Elevated
-1.0069809466772248,1.0526546807695685,High
1.000469442841501,0.9265813342683226,High
-1.1843388821045708,2.019979286559099,Elevated
-0.9440465950104945,0.4384182363450042,Elevated
-0.962497003446597,1.3452363287216398,High
-0.6640166607260604,-1.4814364319578592,Low
-1.0439822536812484,1.085462030170408,Moderate
2.575550477511346,-1.6275516991909678,Elevated
-1.3305473083787533,4.141758396899818,High
1.0211669630714633,3.308165583795021,High
-0.6940222020781639,-1.4234631478285948,Moderate
-0.9068758563722792,0.894655890217898,Elevated
-0.8211725347268802,1.5862672616729618,High
-0.43116877508847035,-0.8049972263182219,Elevated
-1.0493380315024794,1.9746248864405511,High
-0.8717652115533894,-0.21867151818670189,Elevated
-1.1274472120188932,2.4570998701381193,Elevated
-0.6987160173977375,-1.1826499992856652,Moderate
2.636114073230769,-0.8148883261531522,Elevated
-0.7957345765963567,0.5873493715378053,Elevated
-0.7937881784264978,1.2777960928854506,Elevated
-0.8412536810853796,-0.571580184921638,Moderate
-0.371198601210747,0.3037398461207431,Elevated
0.18339637831058997,-0.6778982094243478,Elevated
-0.7842371082473245,-0.9766024007061848,Low
-0.6899113430861217,-1.2189703875416407,Low
-0.4258359727882162,-1.3609880216218078,Low
-0.5441981359016773,-2.1457572939912084,Low
-0.7276638352084249,-1.4261226188626015,Low
-0.7249474610198389,-1.070097993945601,Low
-0.29320206006817706,-2.8374984704709867,Low
-0.624996100918237,-1.69917933444411,Low
-0.6648162466222035,-1.4260854445549602,Low
-0.7458654196105269,-1.2206585455487602,Low
-0.7673433930338821,-0.7560414289359899,Moderate
-0.7092456980609104,-1.08186464328598,Low
-0.27827240832360045,-1.1994742172430692,Low
-0.6628346605404178,-1.5120392418348576,Low
-0.5745523146922783,-1.2425122129081592,Low
-0.7050690715046054,-0.7803479659113709,Low
-0.6881569887451824,-1.272467511334921,Low
-0.8271316391263707,0.32450744367443307,Elevated
-0.8346147956223869,-0.33514965562390947,Low
-0.5185838898454982,-1.8089013180752553,Low
-0.565366316613918,-1.0333767974860029,Low
-0.7684473865138558,-0.8583971242016183,Low
-0.49588406420919995,-2.5647997762598074,Low
-0.7438849919149524,-1.0689993077967668,Low
-0.564450232437019,-1.7908316146236545,Low
-0.7673016752331556,-0.8452532617120465,Low
-0.493802683588848,-1.4344842563247375,Moderate
-0.2921169032163893,-1.8041471978848547,Elevated
-0.8356161469035673,-0.12402116756671543,Moderate
-0.5820482986435307,-1.8058140684288255,Low
-0.5587727926480023,-1.1826068813976423,Low
-0.7278059124751272,-0.7683344561264787,Moderate
-0.09729301364587725,-2.8601140797250477,Low
-0.6939084282267707,1.5101333242513515,High
-0.5247964247368767,-2.2676990402625585,Moderate
13.65168296134949,0.567342447550081,High
-0.4311631758451354,-0.5938237376244492,High
-0.010231798976537688,-1.817755278613713,Low
0.031641283851887865,-1.7256991785448004,Low
1.5256171307202577,-3.5346568066657498,Low
-0.32990312080421447,-1.430163561834664,Low
2.25194953909461,-2.54008219716236,Low
-0.5174889952388774,-0.39460520292767703,Moderate
-0.21552565809362026,-1.6338038703137194,Low
2.0984722882500066,-2.2056750029441834,Moderate
0.4280119572709692,-0.1738783503759898,High
1.789322060885905,-4.487437226470183,Low
3.3625143158289195,-1.2348419525611434,Low
1.4488379516765266,-1.2612170780245167,Elevated
4.699226802309463,-2.5407752809039934,Low
-0.045503766337023216,-1.645191977601218,Moderate
0.24315812973566933,-1.8694294190454845,Moderate
3.2712463814477384,-1.3944888672846445,Elevated
3.1290535437375553,-2.074449942467011,Elevated
4.410352512101953,-0.6744143088788355,High
0.7939910494446746,-4.948550853463163,Low
2.729079867930669,-4.231685428436474,Low
-0.9712578451091253,1.1946504386759766,High
-0.6057124733711822,2.5766248171837334,High
-0.5643013788789231,0.5831631903164239,Elevated
3.126248990738886,0.2419438130862633,Elevated
-0.732994620207563,-0.5462083934223823,Moderate
-0.11882471329411357,-1.089038209334594,Moderate
-0.4581504543314209,-0.4992411648977576,Elevated
1.2706944931035644,-1.3490239939070559,Moderate
13.926807376762346,-0.540867797676648,Elevated
-0.8385743657208783,1.070268242342573,High
-1.0163175579239452,1.7451580812026797,High
-0.5999841084836617,-1.2050922070245509,Moderate
-0.664293313246165,-0.7567555023194237,Elevated
-0.6018613508810742,1.1610334650435055,High
1.157983210893952,1.2751320981137588,Elevated
-0.3058646083671396,0.22999291012841502,Elevated
0.09110212640642984,0.597763482352854,High
-0.8356283214971558,1.2065374622136338,Elevated
-0.21917890612550367,0.4044063960111207,High
-0.22279500751160441,0.8248681041201078,High
-0.003030619944209601,-1.6538129389527272,Moderate
-0.9884257525407756,0.8435780872862206,High
-0.3358815172461027,0.16425689347397304,Elevated
-0.11383466780040356,0.6138286210755324,Elevated
4.579168999196995,-1.5736517537553405,Moderate
-0.7674094714249587,-0.24390938502972415,Elevated
-1.0975845394371964,1.82007638066053,Elevated
-0.6881822681602261,-0.12065041759789183,Elevated
-0.7291938526745227,1.2643577955822103,Elevated
-0.8578341734315913,0.1401899367419851,Moderate
-0.7768423161796568,0.5514734233937734,Moderate
-0.9460297539515824,2.6831454873297678,Elevated
-0.9505308242715111,1.314512965023058,Moderate
-0.73796801363338,0.9662719828538668,Elevated
-0.9666678272289052,0.6012214566859676,Elevated
-1.0499827474174233,1.479533033700626,Elevated
-0.8152168606584921,1.1353463199317824,Elevated
-0.8660462707665164,0.7543189177109355,Moderate
-1.0524704703846015,1.4493067307834882,Elevated
-1.2331697481310904,3.2011104157753434,High
-1.2535377774322205,3.0442092738583013,High
-0.13446574055756993,0.2568661293081639,Elevated
-0.8249429932999942,0.24962285273007595,Low
-0.949140438205778,1.126652925821071,Elevated
-0.1498281475353353,1.53215412625549,Elevated
0.7655082173780455,0.0951197389408363,Moderate
-0.8415109077006352,2.1308862331282827,Elevated
-0.6481955248616807,0.0932111718437787,Moderate
-0.41007825567570666,1.0040629364112712,Moderate
-1.0474909243455175,1.5924114224133714,Elevated
-0.7696502900663623,-0.3731053672778651,Elevated
-1.0199747993843271,2.95009618921475,High
-1.056079401578647,2.0444525411375074,Elevated
-0.2723028802299892,-1.3424000709216712,Low
-0.8470753453881094,1.3346279012214515,Moderate
-1.3702038705900317,4.933956922701805,High
-0.9357103179430863,1.909138547423912,Elevated
-0.7242493985498468,0.5601505195504417,Elevated
-0.5437827692892734,1.8497610749996916,Elevated
0.29058472924166645,-1.1428726526539679,Elevated
-0.7278653598747072,0.5392903875442727,Elevated
-0.4694952514523468,0.45102081936450916,High
-0.3460838899017798,-0.5772908862279726,Moderate
-0.8623226104531899,0.1626333403795061,High
0.12328344200974067,0.08632469747180083,High
-1.1226612333459594,2.2800274301256116,High
-1.0737896088435952,1.842581654400533,High
-1.0383472074370446,4.066956723014934,High
-0.9948185770588377,1.6280963884780755,High
-0.4515703109766466,1.1617279772532576,High
-0.9905549825682902,1.8376230264012328,High
-0.7176217529681533,1.087368107266965,High
-0.7018085426368902,0.17620803187325013,Elevated
-1.1653546050320704,4.571799367485142,High
-1.0292262212864458,1.906187575334389,High
0.1780387317169913,-1.4967459994016026,High
-0.9763434103400928,1.7531225131804906,High
-0.9173167343637214,2.1438120174596613,High
-0.964626950591204,1.238853228025271,High
-0.9383822262010788,2.0515475228184847,High
-1.0236171229504367,1.7342070973269117,High
-0.7771087504462392,1.8752292658528675,High
-1.3475139830561556,4.7696335345894205,High
-0.47435091438078003,1.084597276216603,High
-0.973476650720977,1.94327590048108,High
-0.7808021744878189,1.2220258998622404,High
0.34955099017862945,-1.470607660793467,Moderate
-0.6727227506449845,3.915238981348302,High
-0.9447640659308878,1.093149183803171,High
-0.914739576370002,0.9896736072795821,High
-0.9751867702985232,2.0596733663366975,High
-1.1068910673469166,1.654364865508989,High
-0.759050308519532,0.14752086898091207,Elevated
